poly_idx,h11,h21,n_vertices,gl_order,min_chi_ray,n_tangent_points,has_integer_ample_chi3,has_continuous_tangency,t_star,nearest_miss_gap,error
691,16,19,11,1,2.0,5,False,True,1.5,1,
692,16,19,11,1,4.0,3,False,True,0.7757432,1,
693,,,11,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
694,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
695,,,11,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
696,16,19,12,1,4.0,0,False,True,0.79826485,2,
697,16,19,11,1,2.0,1,True,True,1.5,0,
698,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
699,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
700,16,19,11,4,2.0,63,True,True,1.5,0,
701,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
702,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
703,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
704,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
705,,,11,,,0,False,False,,,unhandled: index 12 is out of bounds for axis 0 with size 12
706,,,11,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
707,16,19,11,1,2.0,19,True,True,1.5,0,
708,16,19,11,1,3.0,19,True,False,,0,
709,16,19,11,1,2.0,29,False,True,1.5,1,
710,16,19,13,1,15.0,0,False,True,0.39154334,,
711,16,19,11,1,5.0,1,False,True,0.65004828,1,
712,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
713,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
714,16,19,11,1,3.0,44,True,False,,0,
715,16,19,11,1,3.0,27,True,False,,0,
716,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
717,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
718,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
719,16,19,12,1,2.0,6,False,True,1.5,1,
720,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
721,16,19,12,1,2.0,27,True,True,1.5,0,
722,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
723,,,11,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
724,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
725,16,19,11,1,2.0,37,True,True,1.5,0,
726,16,19,11,1,2.0,2,False,True,1.5,1,
727,16,19,11,1,23.0,0,False,True,0.33929299,,
728,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
729,,,11,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
730,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
731,16,19,13,1,19.0,0,False,True,0.33548623,,
732,16,19,12,1,20.0,0,False,True,0.32398755,,
733,16,19,11,1,2.0,1,False,True,1.5,1,
734,16,19,11,1,2.0,2,False,True,1.5,1,
735,16,19,11,1,3.0,7,True,False,,0,
736,16,19,11,2,5.0,0,False,True,0.65004828,2,
737,,,11,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
738,16,19,12,1,3.0,4,True,False,,0,
739,16,19,11,1,3.0,33,True,False,,0,
740,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
741,,,11,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
742,16,19,11,1,5.0,2,False,True,0.65004828,1,
743,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
744,16,19,11,1,2.0,15,True,True,1.5,0,
745,,,11,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
746,,,11,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
747,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
748,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
749,16,19,11,2,2.0,24,True,True,1.5,0,
750,16,19,11,1,2.0,22,True,True,1.5,0,
751,16,19,11,1,2.0,2,False,True,1.5,1,
752,16,19,11,1,2.0,64,True,True,1.5,0,
753,16,19,11,1,2.0,20,True,True,1.5,0,
754,16,19,11,1,10.0,1,False,True,0.47828993,1,
755,16,19,11,1,17.0,0,False,True,0.35645885,,
756,16,19,11,1,2.0,14,True,True,1.5,0,
757,16,19,11,1,2.0,17,False,True,1.5,1,
758,16,19,11,1,2.0,12,False,True,1.5,1,
759,16,19,11,1,2.0,8,False,True,1.5,1,
760,16,19,11,2,8.0,2,False,True,0.48301141,1,
761,,,11,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
762,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
763,,,11,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
764,16,19,11,2,2.0,32,True,True,1.5,0,
765,16,19,11,2,2.0,70,True,True,1.5,0,
766,16,19,11,1,23.0,0,False,True,0.34733634,,
767,16,19,11,1,3.0,20,True,False,,0,
768,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
769,16,19,12,1,5.0,4,False,True,0.65004828,1,
770,16,19,11,1,16.0,0,False,True,0.34620187,,
771,16,19,11,1,3.0,4,True,False,,0,
772,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
773,,,11,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
774,16,19,12,1,2.0,5,True,True,1.5,0,
775,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
776,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
777,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
778,16,19,15,1,23.0,0,False,True,0.33531247,,
779,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
780,,,14,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
781,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
782,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
783,16,19,12,1,2.0,4,False,True,1.5,1,
784,,,12,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
785,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
786,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
787,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
788,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
789,16,19,13,1,2.0,7,False,True,1.5,1,
790,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
791,16,19,12,1,3.0,7,True,False,,0,
792,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
793,,,12,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
794,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
795,,,12,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
796,,,14,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
797,16,19,12,1,3.0,35,True,False,,0,
798,16,19,13,1,2.0,25,True,True,1.5,0,
799,16,19,12,1,2.0,5,False,True,1.5,1,
800,,,12,,,0,False,False,,,unhandled: index 12 is out of bounds for axis 0 with size 12
801,16,19,13,1,2.0,2,False,True,1.5,1,
802,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
803,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
804,,,14,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
805,16,19,12,1,2.0,13,False,True,1.5,1,
806,16,19,14,1,2.0,6,False,True,1.5,1,
807,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
808,16,19,12,1,3.0,11,True,False,,0,
809,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
810,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
811,16,19,12,1,4.0,10,False,True,0.7757432,1,
812,16,19,14,1,2.0,29,True,True,1.5,0,
813,16,19,12,1,2.0,7,False,True,1.5,1,
814,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
815,16,19,13,1,23.0,0,False,True,0.33531247,,
816,16,19,13,1,2.0,3,False,True,1.5,1,
817,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
818,16,19,12,1,2.0,14,False,True,1.5,1,
819,16,19,12,2,2.0,3,False,True,1.5,1,
820,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
821,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
822,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
823,16,19,13,1,2.0,10,False,True,1.5,1,
824,,,12,,,0,False,False,,,unhandled: index 12 is out of bounds for axis 0 with size 12
825,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
826,,,14,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
827,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
828,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
829,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
830,16,19,12,1,3.0,8,True,False,,0,
831,16,19,12,1,2.0,12,False,True,1.5,1,
832,16,19,13,1,11.0,1,False,True,0.40637813,1,
833,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
834,16,19,12,1,6.0,12,False,True,0.56409973,1,
835,16,19,12,1,3.0,12,True,False,,0,
836,16,19,13,1,7.0,6,False,True,0.53778596,1,
837,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
838,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
839,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
840,16,19,12,1,5.0,9,False,True,0.65004828,1,
841,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
842,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
843,16,19,13,1,11.0,0,False,True,0.44594483,,
844,16,19,12,1,22.0,0,False,True,0.3424869,,
845,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
846,16,19,12,1,4.0,3,False,True,0.75,1,
847,16,19,13,2,2.0,1,False,True,1.5,1,
848,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
849,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
850,16,19,12,1,3.0,5,True,False,,0,
851,16,19,13,2,4.0,4,False,True,0.79826485,1,
852,16,19,12,2,3.0,11,True,False,,0,
853,16,19,12,1,3.0,21,True,False,,0,
854,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
855,16,19,12,1,3.0,25,True,False,,0,
856,16,19,12,1,22.0,0,False,True,0.35075119,,
857,16,19,12,1,5.0,4,False,True,0.65004828,1,
858,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
859,16,19,12,1,3.0,7,True,False,,0,
860,16,19,12,1,3.0,16,True,False,,0,
861,16,19,13,1,5.0,2,False,True,0.68484981,1,
862,,,12,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
863,16,19,12,1,4.0,2,False,True,0.7757432,1,
864,16,19,12,1,3.0,3,True,False,,0,
865,16,19,12,1,2.0,13,False,True,1.5,1,
866,16,19,12,1,6.0,2,False,True,0.63671217,1,
867,16,19,12,1,6.0,4,False,True,0.56409973,1,
868,16,19,12,1,2.0,6,False,True,1.5,1,
869,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
870,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
871,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
872,16,19,12,1,4.0,0,False,True,0.78740146,,
873,16,19,12,2,2.0,24,False,True,1.5,1,
874,16,19,12,1,9.0,1,False,True,0.5,1,
875,16,19,12,1,4.0,7,False,True,0.7757432,1,
876,16,19,12,1,2.0,18,False,True,1.5,1,
877,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
878,16,19,12,1,4.0,3,False,True,0.7757432,1,
879,,,13,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
880,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
881,16,19,12,1,2.0,6,False,True,1.5,1,
882,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
883,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
884,16,19,12,1,9.0,1,False,True,0.45339765,1,
885,16,19,12,2,2.0,25,True,True,1.5,0,
886,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
887,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
888,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
889,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
890,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
891,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
892,16,19,14,1,2.0,3,False,True,1.5,1,
893,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
894,16,19,12,1,3.0,20,True,False,,0,
895,16,19,12,2,2.0,31,True,True,1.5,0,
896,16,19,12,1,2.0,9,True,True,1.5,0,
897,16,19,13,1,19.0,0,False,True,0.3269459,,
898,16,19,12,1,3.0,17,True,False,,0,
899,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
900,16,19,12,1,2.0,3,False,True,1.5,1,
901,16,19,12,2,2.0,29,True,True,1.5,0,
902,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
903,,,12,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
904,16,19,12,2,2.0,5,False,True,1.5,1,
905,16,19,12,1,3.0,8,True,False,,0,
906,16,19,12,1,3.0,12,True,False,,0,
907,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
908,16,19,12,1,2.0,7,False,True,1.5,1,
909,16,19,12,2,3.0,27,True,False,,0,
910,16,19,12,1,2.0,21,True,True,1.5,0,
911,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
912,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
913,16,19,13,1,2.0,15,True,True,1.5,0,
914,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
915,16,19,13,1,2.0,7,False,True,1.5,1,
916,16,19,13,1,2.0,2,False,True,1.5,1,
917,16,19,12,1,2.0,17,True,True,1.5,0,
918,16,19,12,2,2.0,20,True,True,1.5,0,
919,16,19,12,1,5.0,19,False,True,0.65004828,1,
920,,,12,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
921,16,19,12,1,2.0,44,True,True,1.5,0,
922,16,19,12,1,3.0,36,True,False,,0,
923,16,19,12,1,3.0,10,True,False,,0,
924,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
925,16,19,14,1,2.0,0,False,True,1.5,2,
926,16,19,14,1,2.0,3,False,True,1.5,1,
927,16,19,12,1,2.0,24,True,True,1.5,0,
928,16,19,12,1,2.0,27,True,True,1.5,0,
929,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
930,16,19,12,1,2.0,10,True,True,1.5,0,
931,16,19,13,1,16.0,0,False,True,0.36074207,,
932,,,13,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
933,16,19,12,1,3.0,15,True,False,,0,
934,16,19,12,1,2.0,28,True,True,1.5,0,
935,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
936,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
937,16,19,14,1,15.0,0,False,True,0.38091392,,
938,16,19,12,1,2.0,19,True,True,1.5,0,
939,16,19,12,1,3.0,28,True,False,,0,
940,16,19,12,1,2.0,36,True,True,1.5,0,
941,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
942,16,19,13,1,3.0,16,True,False,,0,
943,16,19,12,1,2.0,26,True,True,1.5,0,
944,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
945,16,19,12,1,2.0,3,False,True,1.5,1,
946,16,19,12,1,2.0,3,False,True,1.5,1,
947,16,19,12,2,3.0,46,True,False,,0,
948,16,19,13,1,2.0,7,False,True,1.5,1,
949,16,19,12,1,2.0,13,True,True,1.5,0,
950,16,19,14,1,20.0,0,False,True,0.33228396,,
951,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
952,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
953,16,19,12,1,3.0,22,True,False,,0,
954,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
955,16,19,12,1,3.0,22,True,False,,0,
956,16,19,12,1,2.0,5,True,True,1.5,0,
957,16,19,12,1,2.0,12,True,True,1.5,0,
958,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
959,16,19,12,1,2.0,17,True,True,1.5,0,
960,16,19,12,1,2.0,16,False,True,1.5,1,
961,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
962,16,19,12,1,13.0,0,False,True,0.36448952,,
963,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
964,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
965,,,12,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
966,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
967,16,19,13,1,4.0,14,False,True,0.75,1,
968,16,19,12,1,2.0,25,True,True,1.5,0,
969,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
970,16,19,12,1,3.0,34,True,False,,0,
971,16,19,12,1,5.0,12,False,True,0.67359306,1,
972,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
973,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
974,16,19,12,2,2.0,5,True,True,1.5,0,
975,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
976,16,19,12,1,2.0,5,False,True,1.5,1,
977,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
978,16,19,12,1,2.0,18,True,True,1.5,0,
979,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
980,16,19,13,1,3.0,10,True,False,,0,
981,16,19,12,1,11.0,0,False,True,0.43255574,,
982,16,19,12,1,2.0,2,False,True,1.5,1,
983,16,19,12,1,2.0,4,False,True,1.5,1,
984,16,19,12,1,5.0,7,False,True,0.65004828,1,
985,16,19,12,1,2.0,18,True,True,1.5,0,
986,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
987,16,19,13,1,2.0,28,True,True,1.5,0,
988,16,19,12,1,3.0,3,True,False,,0,
989,16,19,12,1,2.0,10,True,True,1.5,0,
990,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
991,16,19,12,1,2.0,19,False,True,1.5,1,
992,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
993,16,19,13,2,2.0,26,True,True,1.5,0,
994,,,12,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
995,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
996,,,12,,,0,False,False,,,unhandled: index 15 is out of bounds for axis 0 with size 15
997,16,19,12,2,2.0,38,True,True,1.5,0,
998,16,19,12,1,3.0,7,True,False,,0,
999,16,19,12,1,2.0,19,True,True,1.5,0,
