rank,poly_idx,score,gap,h11_eff,n_clean,max_h0,n_chi3,n_dp,has_swiss,best_tau,n_k3,n_ell,d3_unique,favorable,n_fibers,has_SM,has_GUT,best_gauge,elapsed
1,0,23,0,13,12,6,1102,1,True,575.9999999999025,1,0,5,True,0,False,False,,0.9063763618469238
2,1,20,0,13,0,5,946,3,True,10.000000000000018,3,3,0,True,3,True,True,su(2) × su(4) × su(6),0.8157808780670166
