h11,h21,poly_idx,favorable,h11_eff,n_chi3,n_computed,max_h0,h0_3_count,status
16,19,0,False,8,316,316,3,4,ok
16,19,1,False,8,590,590,3,14,ok
16,19,2,False,14,2072,2072,3,2,ok
16,19,3,False,13,1706,1706,7,48,ok
16,19,4,False,14,2600,2600,3,4,ok
16,19,5,True,16,1214,1214,1,0,ok
16,19,6,True,16,1048,1048,3,30,ok
16,19,7,False,13,1548,1548,36,56,ok
16,19,8,False,15,2596,2596,3,22,ok
16,19,9,False,14,2110,2110,13,36,ok
16,19,10,True,16,1552,1552,3,2,ok
16,19,11,False,13,1678,1678,10,62,ok
16,19,12,False,14,2870,2870,3,8,ok
16,19,13,False,14,2046,2046,1,0,ok
16,19,14,False,14,1494,1494,1,0,ok
16,19,15,True,16,756,756,3,2,ok
16,19,16,True,16,1162,1162,3,4,ok
16,19,17,False,13,1692,1692,3,14,ok
16,19,18,True,16,938,938,1,0,ok
16,19,19,False,14,3458,3458,3,8,ok
16,19,20,False,12,1070,1070,3,2,ok
16,19,21,True,16,752,752,1,0,ok
16,19,22,False,13,1324,1324,6,60,ok
16,19,23,False,12,1310,1310,3,4,ok
16,19,24,False,15,2554,2554,10,144,ok
16,19,25,True,16,1248,1248,3,48,ok
16,19,26,True,16,1120,1120,3,26,ok
16,19,27,True,16,1622,1622,2,0,ok
16,19,28,False,14,2364,2364,7,72,ok
16,19,29,True,16,1624,1624,1,0,ok
16,19,30,True,16,1762,1762,1,0,ok
16,19,31,False,13,1468,1468,4,6,ok
16,19,32,True,16,1732,1732,3,26,ok
16,19,33,True,16,1202,1202,3,42,ok
16,19,34,True,16,1166,1166,3,4,ok
16,19,35,True,16,784,784,1,0,ok
16,19,36,False,15,2426,2426,6,124,ok
16,19,37,False,13,1948,1948,3,4,ok
16,19,38,False,14,1476,1476,11,32,ok
16,19,39,True,16,696,696,1,0,ok
16,19,40,False,13,1380,1380,4,38,ok
16,19,41,True,16,824,824,1,0,ok
16,19,42,True,16,1212,1212,2,0,ok
16,19,43,False,12,1646,1646,10,116,ok
16,19,44,False,14,2152,2152,2,0,ok
16,19,45,True,16,1160,1160,1,0,ok
16,19,46,True,16,928,928,1,0,ok
16,19,47,True,16,1288,1288,2,0,ok
16,19,48,True,16,990,990,3,2,ok
16,19,49,True,16,964,964,3,2,ok
16,19,50,False,12,1236,1236,4,16,ok
16,19,51,False,12,1408,1408,10,102,ok
16,19,52,False,12,1300,1300,4,70,ok
16,19,53,False,14,1886,1886,12,182,ok
16,19,54,True,16,1328,1328,2,0,ok
16,19,55,False,12,940,940,4,50,ok
16,19,56,True,16,1268,1268,2,0,ok
16,19,57,True,16,1430,1430,2,0,ok
16,19,58,True,16,1110,1110,3,6,ok
16,19,59,False,12,812,812,2,0,ok
16,19,60,True,16,1544,1544,1,0,ok
16,19,61,False,14,2008,2008,1,0,ok
16,19,62,False,14,2106,2106,3,12,ok
16,19,63,False,13,1406,1406,13,56,ok
16,19,64,True,16,1240,1240,3,2,ok
16,19,65,True,16,1048,1048,3,8,ok
16,19,66,True,16,1422,1422,3,6,ok
16,19,67,True,16,872,872,1,0,ok
16,19,68,True,16,1078,1078,3,4,ok
16,19,69,False,15,2178,2178,4,10,ok
16,19,70,True,16,1114,1114,3,4,ok
16,19,71,True,16,1120,1120,1,0,ok
16,19,72,True,16,1072,1072,1,0,ok
16,19,73,False,12,1584,1584,12,56,ok
16,19,74,False,14,1940,1940,4,80,ok
16,19,75,True,16,1702,1702,3,10,ok
16,19,76,False,14,1956,1956,9,104,ok
16,19,77,True,16,1300,1300,5,50,ok
16,19,78,False,14,1934,1934,1,0,ok
16,19,79,False,14,1864,1864,1,0,ok
16,19,80,True,16,1174,1174,3,2,ok
16,19,81,True,16,1402,1402,3,4,ok
16,19,82,False,13,1362,1362,6,52,ok
16,19,83,True,16,1362,1362,5,70,ok
16,19,84,False,13,1636,1636,3,12,ok
16,19,85,True,16,1150,1150,1,0,ok
16,19,86,False,14,1880,1880,10,126,ok
16,19,87,True,16,1164,1164,3,2,ok
16,19,88,False,14,1500,1500,18,100,ok
16,19,89,True,16,1194,1194,1,0,ok
16,19,90,True,16,1326,1326,3,2,ok
16,19,91,False,14,1834,1834,11,102,ok
16,19,92,True,16,1252,1252,3,6,ok
16,19,93,False,14,1792,1792,5,48,ok
16,19,94,False,14,1866,1866,4,16,ok
16,19,95,True,16,1484,1484,3,4,ok
16,19,96,False,14,2162,2162,4,24,ok
16,19,97,True,16,1644,1644,2,0,ok
16,19,98,True,16,1464,1464,2,0,ok
16,19,99,False,15,2324,2324,6,40,ok
16,19,100,False,15,2606,2606,3,2,ok
16,19,101,True,16,1434,1434,2,0,ok
16,19,102,True,16,1444,1444,1,0,ok
16,19,103,True,16,1036,1036,3,4,ok
16,19,104,False,15,2946,2946,1,0,ok
16,19,105,False,15,2506,2506,12,76,ok
16,19,106,True,16,1306,1306,6,54,ok
16,19,107,True,16,1150,1150,6,34,ok
16,19,108,True,16,1306,1306,1,0,ok
16,19,109,False,14,2356,2356,1,0,ok
16,19,110,True,16,1062,1062,1,0,ok
16,19,111,True,16,1278,1278,6,62,ok
16,19,112,True,16,1396,1396,6,8,ok
16,19,113,True,16,1234,1234,3,8,ok
16,19,114,True,16,1304,1304,1,0,ok
16,19,115,False,15,1736,1736,1,0,ok
16,19,116,False,13,1492,1492,17,116,ok
16,19,117,False,15,2282,2282,4,24,ok
16,19,118,True,16,1288,1288,6,64,ok
16,19,119,True,16,1296,1296,3,8,ok
16,19,120,False,13,1334,1334,12,84,ok
16,19,121,False,14,1522,1522,6,118,ok
16,19,122,True,16,1318,1318,3,6,ok
16,19,123,False,14,1632,1632,4,50,ok
16,19,124,False,13,1432,1432,10,92,ok
16,19,125,False,13,1548,1548,10,104,ok
16,19,126,False,14,1958,1958,4,4,ok
16,19,127,False,12,1346,1346,1,0,ok
16,19,128,False,15,2352,2352,1,0,ok
16,19,129,True,16,1296,1296,3,32,ok
16,19,130,True,16,1278,1278,3,56,ok
16,19,131,True,16,1140,1140,3,54,ok
16,19,132,True,16,1196,1196,3,6,ok
16,19,133,True,16,1104,1104,3,36,ok
16,19,134,False,14,2314,2314,10,128,ok
16,19,135,False,14,1876,1876,4,10,ok
16,19,136,True,16,1192,1192,3,30,ok
16,19,137,True,16,1540,1540,3,28,ok
16,19,138,False,14,1858,1858,4,28,ok
16,19,139,False,14,2378,2378,10,100,ok
16,19,140,False,14,2576,2576,10,120,ok
16,19,141,True,16,1600,1600,3,26,ok
16,19,142,False,15,2742,2742,4,40,ok
16,19,143,True,16,1234,1234,3,30,ok
16,19,144,False,13,1800,1800,4,90,ok
16,19,145,False,15,2450,2450,6,122,ok
16,19,146,False,14,1974,1974,10,98,ok
16,19,147,True,16,1552,1552,3,2,ok
16,19,148,True,16,1048,1048,4,36,ok
16,19,149,False,15,2280,2280,6,170,ok
16,19,150,False,14,1826,1826,1,0,ok
16,19,151,False,15,2658,2658,1,0,ok
16,19,152,False,14,1840,1840,10,38,ok
16,19,153,True,16,1262,1262,1,0,ok
16,19,154,True,16,1378,1378,2,0,ok
16,19,155,True,16,1252,1252,1,0,ok
16,19,156,True,16,1284,1284,1,0,ok
16,19,157,True,16,1232,1232,5,12,ok
16,19,158,True,16,1256,1256,3,2,ok
16,19,159,False,15,2408,2408,5,14,ok
16,19,160,True,16,1342,1342,4,24,ok
16,19,161,True,16,1190,1190,1,0,ok
16,19,162,False,13,1526,1526,3,14,ok
16,19,163,False,15,2754,2754,4,142,ok
16,19,164,True,16,1004,1004,6,56,ok
16,19,165,False,15,2300,2300,9,42,ok
16,19,166,True,16,968,968,1,0,ok
16,19,167,False,15,2072,2072,6,10,ok
16,19,168,False,15,2376,2376,3,2,ok
16,19,169,False,14,2734,2734,12,140,ok
16,19,170,False,14,2296,2296,3,14,ok
16,19,171,True,16,1078,1078,1,0,ok
16,19,172,True,16,1194,1194,2,0,ok
16,19,173,True,16,1134,1134,2,0,ok
16,19,174,True,16,1222,1222,3,8,ok
16,19,175,True,16,670,670,1,0,ok
16,19,176,True,16,958,958,3,6,ok
16,19,177,True,16,1284,1284,3,6,ok
16,19,178,True,16,892,892,3,4,ok
16,19,179,True,16,1058,1058,3,2,ok
16,19,180,True,16,1288,1288,3,2,ok
16,19,181,True,16,1236,1236,3,4,ok
16,19,182,True,16,1128,1128,3,4,ok
16,19,183,False,15,2350,2350,1,0,ok
16,19,184,False,14,2536,2536,3,4,ok
16,19,185,False,15,2588,2588,1,0,ok
16,19,186,True,16,1416,1416,3,8,ok
16,19,187,True,16,1368,1368,1,0,ok
16,19,188,False,14,1970,1970,10,92,ok
16,19,189,True,16,1130,1130,1,0,ok
16,19,190,False,14,1934,1934,2,0,ok
16,19,191,True,16,1560,1560,1,0,ok
16,19,192,True,16,1246,1246,3,2,ok
16,19,193,True,16,1082,1082,6,34,ok
16,19,194,False,14,2112,2112,9,84,ok
16,19,195,False,15,2474,2474,4,128,ok
16,19,196,True,16,1296,1296,5,48,ok
16,19,197,False,15,2692,2692,1,0,ok
16,19,198,False,15,2576,2576,6,28,ok
16,19,199,False,15,2382,2382,3,2,ok
16,19,200,True,16,1102,1102,3,2,ok
16,19,201,False,14,2288,2288,5,12,ok
16,19,202,False,14,1704,1704,1,0,ok
16,19,203,False,14,2508,2508,19,76,ok
16,19,204,False,14,2498,2498,15,148,ok
16,19,205,True,16,1368,1368,2,0,ok
16,19,206,False,13,1378,1378,7,18,ok
16,19,207,False,15,2512,2512,1,0,ok
16,19,208,False,14,2362,2362,7,128,ok
16,19,209,False,15,1934,1934,4,18,ok
16,19,210,False,15,3096,3096,2,0,ok
16,19,211,True,16,1140,1140,1,0,ok
16,19,212,False,15,2214,2214,14,142,ok
16,19,213,True,16,1216,1216,3,38,ok
16,19,214,False,15,2258,2258,3,2,ok
16,19,215,False,13,1786,1786,4,20,ok
16,19,216,False,15,2762,2762,3,2,ok
16,19,217,False,13,1230,1230,10,98,ok
16,19,218,False,14,1538,1538,1,0,ok
16,19,219,True,16,1466,1466,6,18,ok
16,19,220,True,16,1272,1272,1,0,ok
16,19,221,True,16,1258,1258,3,2,ok
16,19,222,False,12,1102,1102,3,2,ok
16,19,223,True,16,1206,1206,4,34,ok
16,19,224,False,15,1928,1928,1,0,ok
16,19,225,False,15,2476,2476,7,166,ok
16,19,226,False,15,2162,2162,4,26,ok
16,19,227,True,16,1002,1002,3,18,ok
16,19,228,True,16,1272,1272,3,2,ok
16,19,229,False,15,2470,2470,4,2,ok
16,19,230,True,16,1362,1362,3,24,ok
16,19,231,False,14,1938,1938,19,86,ok
16,19,232,False,14,2140,2140,4,48,ok
16,19,233,True,16,1158,1158,1,0,ok
16,19,234,True,16,1284,1284,3,6,ok
16,19,235,True,16,910,910,3,2,ok
16,19,236,False,15,2520,2520,2,0,ok
16,19,237,False,15,2036,2036,6,168,ok
16,19,238,True,16,1130,1130,1,0,ok
16,19,239,False,14,2210,2210,6,122,ok
16,19,240,True,16,1092,1092,3,2,ok
16,19,241,True,16,896,896,1,0,ok
16,19,242,False,15,2482,2482,2,0,ok
16,19,243,False,15,2068,2068,4,140,ok
16,19,244,False,14,2174,2174,6,132,ok
16,19,245,True,16,1120,1120,1,0,ok
16,19,246,False,12,1436,1436,3,22,ok
16,19,247,False,15,3606,3606,3,2,ok
16,19,248,False,14,2702,2702,6,62,ok
16,19,249,False,14,1952,1952,3,12,ok
16,19,250,False,14,2120,2120,4,48,ok
16,19,251,False,14,2128,2128,10,132,ok
16,19,252,True,16,1064,1064,1,0,ok
16,19,253,True,16,1334,1334,1,0,ok
16,19,254,True,16,1222,1222,1,0,ok
16,19,255,False,15,2236,2236,7,172,ok
16,19,256,True,16,1208,1208,3,10,ok
16,19,257,True,16,1272,1272,3,10,ok
16,19,258,True,16,1126,1126,3,12,ok
16,19,259,False,15,2950,2950,5,22,ok
16,19,260,False,14,2372,2372,4,132,ok
16,19,261,False,15,2430,2430,1,0,ok
16,19,262,True,16,1332,1332,1,0,ok
16,19,263,False,15,2568,2568,4,12,ok
16,19,264,False,15,2984,2984,9,116,ok
16,19,265,True,16,952,952,3,2,ok
16,19,266,False,15,2552,2552,3,4,ok
16,19,267,False,14,2276,2276,1,0,ok
16,19,268,True,16,1166,1166,3,8,ok
16,19,269,True,16,918,918,2,0,ok
16,19,270,False,14,2012,2012,3,4,ok
16,19,271,False,14,1962,1962,1,0,ok
16,19,272,True,16,1360,1360,1,0,ok
16,19,273,True,16,1208,1208,6,56,ok
16,19,274,True,16,1374,1374,3,4,ok
16,19,275,True,16,1382,1382,3,2,ok
16,19,276,False,15,1864,1864,1,0,ok
16,19,277,True,16,1558,1558,3,4,ok
16,19,278,False,15,2164,2164,14,160,ok
16,19,279,True,16,1024,1024,1,0,ok
16,19,280,False,15,2324,2324,12,74,ok
16,19,281,True,16,1308,1308,1,0,ok
16,19,282,True,16,1512,1512,1,0,ok
16,19,283,True,16,1382,1382,3,4,ok
16,19,284,False,13,1418,1418,1,0,ok
16,19,285,True,16,1360,1360,5,48,ok
16,19,286,True,16,732,732,1,0,ok
16,19,287,True,16,1372,1372,1,0,ok
16,19,288,True,16,1290,1290,3,16,ok
16,19,289,True,16,1314,1314,4,16,ok
16,19,290,True,16,1042,1042,5,54,ok
16,19,291,False,15,2618,2618,6,154,ok
16,19,292,False,14,2652,2652,13,54,ok
16,19,293,False,14,1896,1896,1,0,ok
16,19,294,True,16,1404,1404,5,12,ok
16,19,295,True,16,1410,1410,2,0,ok
16,19,296,True,16,862,862,8,66,ok
16,19,297,True,16,1280,1280,3,2,ok
16,19,298,True,16,1566,1566,2,0,ok
16,19,299,False,15,2078,2078,4,32,ok
16,19,300,True,16,1596,1596,3,30,ok
16,19,301,False,15,2424,2424,3,14,ok
16,19,302,False,14,1864,1864,7,76,ok
16,19,303,True,16,1186,1186,3,2,ok
16,19,304,False,14,1820,1820,9,66,ok
16,19,305,False,14,1712,1712,3,2,ok
16,19,306,True,16,1118,1118,4,24,ok
16,19,307,True,16,1064,1064,3,44,ok
16,19,308,False,14,1684,1684,1,0,ok
16,19,309,False,15,2278,2278,16,60,ok
16,19,310,False,15,2232,2232,1,0,ok
16,19,311,False,14,2724,2724,3,26,ok
16,19,312,False,15,2266,2266,6,120,ok
16,19,313,False,15,2156,2156,6,112,ok
16,19,314,True,16,1004,1004,2,0,ok
16,19,315,False,14,2026,2026,4,114,ok
16,19,316,True,16,1394,1394,3,38,ok
16,19,317,True,16,1132,1132,3,16,ok
16,19,318,True,16,1040,1040,3,4,ok
16,19,319,True,16,1344,1344,4,18,ok
16,19,320,True,16,1606,1606,3,22,ok
16,19,321,False,15,2550,2550,4,36,ok
16,19,322,True,16,1038,1038,1,0,ok
16,19,323,True,16,1090,1090,3,4,ok
16,19,324,False,15,2314,2314,6,24,ok
16,19,325,False,13,1480,1480,1,0,ok
16,19,326,True,16,1136,1136,4,42,ok
16,19,327,True,16,984,984,1,0,ok
16,19,328,True,16,1208,1208,3,42,ok
16,19,329,False,14,2254,2254,15,164,ok
16,19,330,True,16,1140,1140,1,0,ok
16,19,331,True,16,1404,1404,3,4,ok
16,19,332,True,16,1052,1052,6,28,ok
16,19,333,False,14,2124,2124,4,24,ok
16,19,334,False,14,1914,1914,4,68,ok
16,19,335,True,16,1060,1060,1,0,ok
16,19,336,False,15,2384,2384,3,4,ok
16,19,337,True,16,1342,1342,2,0,ok
16,19,338,True,16,1154,1154,2,0,ok
16,19,339,True,16,1280,1280,3,4,ok
16,19,340,True,16,1202,1202,1,0,ok
16,19,341,True,16,1394,1394,3,20,ok
16,19,342,False,13,1606,1606,10,90,ok
16,19,343,True,16,1398,1398,2,0,ok
16,19,344,True,16,1336,1336,3,40,ok
16,19,345,True,16,1624,1624,1,0,ok
16,19,346,False,15,2202,2202,4,8,ok
16,19,347,True,16,1124,1124,3,16,ok
16,19,348,True,16,1024,1024,1,0,ok
16,19,349,True,16,1168,1168,2,0,ok
16,19,350,True,16,1034,1034,3,2,ok
16,19,351,False,15,2168,2168,4,18,ok
16,19,352,True,16,838,838,3,6,ok
16,19,353,True,16,846,846,3,4,ok
16,19,354,False,13,1874,1874,4,20,ok
16,19,355,True,16,1394,1394,1,0,ok
16,19,356,True,16,1128,1128,3,4,ok
16,19,357,False,15,2786,2786,10,42,ok
16,19,358,False,15,2370,2370,4,2,ok
16,19,359,True,16,1138,1138,1,0,ok
16,19,360,True,16,1270,1270,2,0,ok
16,19,361,True,16,1426,1426,3,32,ok
16,19,362,True,16,1382,1382,3,2,ok
16,19,363,False,14,2308,2308,10,130,ok
16,19,364,True,16,1178,1178,3,6,ok
16,19,365,True,16,1114,1114,3,2,ok
16,19,366,False,15,2802,2802,4,24,ok
16,19,367,True,16,1514,1514,3,6,ok
16,19,368,True,16,906,906,3,2,ok
16,19,369,True,16,1236,1236,3,6,ok
16,19,370,True,16,1358,1358,3,22,ok
16,19,371,True,16,1300,1300,1,0,ok
16,19,372,True,16,1246,1246,1,0,ok
16,19,373,False,14,1450,1450,4,14,ok
16,19,374,False,15,2254,2254,4,148,ok
16,19,375,True,16,1346,1346,3,4,ok
16,19,376,False,15,2444,2444,9,158,ok
16,19,377,True,16,1182,1182,3,4,ok
16,19,378,True,16,1416,1416,1,0,ok
16,19,379,True,16,1220,1220,1,0,ok
16,19,380,False,15,1910,1910,10,124,ok
16,19,381,True,16,1232,1232,5,46,ok
16,19,382,True,16,1496,1496,3,6,ok
16,19,383,False,14,2436,2436,10,102,ok
16,19,384,True,16,1314,1314,3,2,ok
16,19,385,False,15,2546,2546,4,28,ok
16,19,386,False,15,2274,2274,4,36,ok
16,19,387,False,13,1474,1474,9,108,ok
16,19,388,False,15,2138,2138,1,0,ok
16,19,389,True,16,1132,1132,3,16,ok
16,19,390,True,16,1290,1290,3,32,ok
16,19,391,False,15,3020,3020,4,162,ok
16,19,392,True,16,1292,1292,3,54,ok
16,19,393,True,16,1280,1280,1,0,ok
16,19,394,False,14,1810,1810,4,36,ok
16,19,395,False,14,2356,2356,6,40,ok
16,19,396,True,16,706,706,1,0,ok
16,19,397,False,14,2172,2172,10,128,ok
16,19,398,True,16,1148,1148,2,0,ok
16,19,399,False,15,2262,2262,3,2,ok
16,19,400,True,16,1152,1152,3,56,ok
16,19,401,False,14,1402,1402,1,0,ok
16,19,402,True,16,1112,1112,3,2,ok
16,19,403,True,16,1234,1234,6,54,ok
16,19,404,True,16,1100,1100,1,0,ok
16,19,405,True,16,812,812,3,32,ok
16,19,406,True,16,1166,1166,1,0,ok
16,19,407,True,16,1118,1118,2,0,ok
16,19,408,False,15,2272,2272,1,0,ok
16,19,409,True,16,1262,1262,1,0,ok
16,19,410,True,16,1026,1026,1,0,ok
16,19,411,True,16,1220,1220,3,6,ok
16,19,412,False,14,2338,2338,10,102,ok
16,19,413,True,16,1056,1056,1,0,ok
16,19,414,False,15,2396,2396,1,0,ok
16,19,415,True,16,1020,1020,2,0,ok
16,19,416,False,13,1210,1210,10,68,ok
16,19,417,False,15,1788,1788,3,2,ok
16,19,418,False,15,2420,2420,4,126,ok
16,19,419,True,16,1348,1348,2,0,ok
16,19,420,True,16,1386,1386,3,2,ok
16,19,421,True,16,1352,1352,3,6,ok
16,19,422,True,16,938,938,3,8,ok
16,19,423,False,14,1704,1704,4,12,ok
16,19,424,True,16,1248,1248,4,4,ok
16,19,425,True,16,1198,1198,6,10,ok
16,19,426,True,16,1202,1202,3,4,ok
16,19,427,True,16,1330,1330,3,6,ok
16,19,428,True,16,1564,1564,1,0,ok
16,19,429,True,16,948,948,6,60,ok
16,19,430,True,16,1498,1498,3,44,ok
16,19,431,False,15,2196,2196,10,62,ok
16,19,432,False,14,2086,2086,3,16,ok
16,19,433,True,16,1208,1208,1,0,ok
16,19,434,True,16,1506,1506,3,50,ok
16,19,435,False,15,2176,2176,4,10,ok
16,19,436,True,16,990,990,1,0,ok
16,19,437,True,16,1560,1560,3,20,ok
16,19,438,False,14,1518,1518,4,6,ok
16,19,439,True,16,1116,1116,2,0,ok
16,19,440,False,15,2364,2364,3,2,ok
16,19,441,True,16,1334,1334,1,0,ok
16,19,442,False,14,2336,2336,4,44,ok
16,19,443,False,14,1916,1916,4,30,ok
16,19,444,False,14,2604,2604,4,18,ok
16,19,445,False,14,1926,1926,4,50,ok
16,19,446,False,15,2464,2464,1,0,ok
16,19,447,False,15,2314,2314,6,118,ok
16,19,448,False,15,2620,2620,6,170,ok
16,19,449,False,15,2342,2342,8,74,ok
16,19,450,True,16,1078,1078,2,0,ok
16,19,451,False,14,2328,2328,4,18,ok
16,19,452,True,16,1328,1328,2,0,ok
16,19,453,True,16,1020,1020,2,0,ok
16,19,454,True,16,1580,1580,3,20,ok
16,19,455,True,16,1164,1164,1,0,ok
16,19,456,True,16,1024,1024,2,0,ok
16,19,457,True,16,1046,1046,1,0,ok
16,19,458,False,15,2536,2536,9,110,ok
16,19,459,True,16,720,720,3,42,ok
16,19,460,True,16,962,962,4,14,ok
16,19,461,True,16,1708,1708,3,2,ok
16,19,462,True,16,1314,1314,2,0,ok
16,19,463,True,16,1034,1034,2,0,ok
16,19,464,True,16,894,894,2,0,ok
16,19,465,True,16,1038,1038,1,0,ok
16,19,466,True,16,1222,1222,2,0,ok
16,19,467,True,16,1132,1132,1,0,ok
16,19,468,True,16,1322,1322,3,6,ok
16,19,469,False,13,2168,2168,13,30,ok
16,19,470,False,14,1834,1834,1,0,ok
16,19,471,True,16,940,940,2,0,ok
16,19,472,False,12,1726,1726,5,20,ok
16,19,473,True,16,1030,1030,6,60,ok
16,19,474,True,16,1062,1062,1,0,ok
16,19,475,True,16,1126,1126,2,0,ok
16,19,476,True,16,1040,1040,2,0,ok
16,19,477,True,16,694,694,1,0,ok
16,19,478,True,16,1112,1112,1,0,ok
16,19,479,False,14,1564,1564,9,74,ok
16,19,480,False,15,2194,2194,1,0,ok
16,19,481,True,16,1382,1382,3,50,ok
16,19,482,True,16,1206,1206,3,16,ok
16,19,483,False,13,1514,1514,7,24,ok
16,19,484,True,16,1098,1098,2,0,ok
16,19,485,False,14,2046,2046,1,0,ok
16,19,486,True,16,1080,1080,2,0,ok
16,19,487,False,14,2246,2246,3,6,ok
16,19,488,False,15,2946,2946,5,20,ok
16,19,489,True,16,1224,1224,2,0,ok
16,19,490,True,16,1578,1578,3,2,ok
16,19,491,True,16,860,860,3,2,ok
16,19,492,False,14,2294,2294,4,18,ok
16,19,493,False,15,2944,2944,3,10,ok
16,19,494,False,15,2616,2616,1,0,ok
16,19,495,False,15,2158,2158,1,0,ok
16,19,496,False,15,2112,2112,1,0,ok
16,19,497,True,16,1202,1202,1,0,ok
16,19,498,False,15,2490,2490,1,0,ok
16,19,499,True,16,908,908,3,2,ok
16,19,500,True,16,852,852,3,2,ok
16,19,501,False,15,2230,2230,1,0,ok
16,19,502,True,16,996,996,3,30,ok
16,19,503,True,16,1282,1282,3,2,ok
16,19,504,False,14,2332,2332,4,20,ok
16,19,505,False,15,2256,2256,1,0,ok
16,19,506,False,15,2762,2762,1,0,ok
16,19,507,True,16,1296,1296,3,4,ok
16,19,508,True,16,1368,1368,3,2,ok
16,19,509,True,16,1518,1518,3,28,ok
16,19,510,True,16,1124,1124,3,4,ok
16,19,511,True,16,1302,1302,1,0,ok
16,19,512,False,15,2836,2836,3,2,ok
16,19,513,True,16,1244,1244,1,0,ok
16,19,514,True,16,1266,1266,3,2,ok
16,19,515,True,16,822,822,1,0,ok
16,19,516,True,16,878,878,2,0,ok
16,19,517,True,16,1174,1174,3,2,ok
16,19,518,True,16,1336,1336,3,16,ok
16,19,519,True,16,1368,1368,3,2,ok
16,19,520,True,16,1256,1256,1,0,ok
16,19,521,True,16,1436,1436,3,2,ok
16,19,522,False,15,2716,2716,1,0,ok
16,19,523,False,15,2436,2436,1,0,ok
16,19,524,True,16,848,848,2,0,ok
16,19,525,True,16,1286,1286,3,20,ok
16,19,526,False,15,3048,3048,1,0,ok
16,19,527,True,16,1370,1370,3,2,ok
16,19,528,True,16,1046,1046,3,68,ok
16,19,529,True,16,936,936,3,2,ok
16,19,530,True,16,1442,1442,1,0,ok
16,19,531,True,16,1214,1214,3,38,ok
16,19,532,True,16,1722,1722,3,12,ok
16,19,533,True,16,1320,1320,3,2,ok
16,19,534,True,16,1324,1324,2,0,ok
16,19,535,False,15,2388,2388,3,4,ok
16,19,536,False,15,2512,2512,4,40,ok
16,19,537,True,16,1588,1588,1,0,ok
16,19,538,True,16,1316,1316,1,0,ok
16,19,539,True,16,1352,1352,2,0,ok
16,19,540,False,15,2568,2568,2,0,ok
16,19,541,True,16,1252,1252,2,0,ok
16,19,542,True,16,1274,1274,3,4,ok
16,19,543,True,16,1206,1206,1,0,ok
16,19,544,False,15,2760,2760,6,24,ok
16,19,545,True,16,1052,1052,2,0,ok
16,19,546,True,16,1454,1454,3,4,ok
16,19,547,True,16,1246,1246,1,0,ok
16,19,548,True,16,1276,1276,1,0,ok
16,19,549,False,12,1060,1060,1,0,ok
16,19,550,True,16,1122,1122,3,6,ok
16,19,551,True,16,1138,1138,3,36,ok
16,19,552,True,16,1016,1016,3,26,ok
16,19,553,False,13,1864,1864,1,0,ok
16,19,554,False,14,1726,1726,1,0,ok
16,19,555,True,16,1356,1356,3,14,ok
16,19,556,True,16,826,826,1,0,ok
16,19,557,True,16,1288,1288,2,0,ok
16,19,558,True,16,1556,1556,1,0,ok
16,19,559,True,16,1210,1210,1,0,ok
16,19,560,True,16,1348,1348,1,0,ok
16,19,561,True,16,1312,1312,1,0,ok
16,19,562,True,16,1306,1306,2,0,ok
16,19,563,True,16,884,884,2,0,ok
16,19,564,False,13,1580,1580,1,0,ok
16,19,565,False,13,1802,1802,9,34,ok
16,19,566,False,15,2426,2426,4,26,ok
16,19,567,True,16,1036,1036,1,0,ok
16,19,568,True,16,1096,1096,3,2,ok
16,19,569,False,14,1946,1946,1,0,ok
16,19,570,True,16,1216,1216,1,0,ok
16,19,571,False,15,2678,2678,1,0,ok
16,19,572,True,16,1160,1160,2,0,ok
16,19,573,True,16,1104,1104,1,0,ok
16,19,574,True,16,1338,1338,3,12,ok
16,19,575,False,13,2094,2094,7,52,ok
16,19,576,True,16,1200,1200,2,0,ok
16,19,577,True,16,1672,1672,2,0,ok
16,19,578,True,16,942,942,3,6,ok
16,19,579,True,16,1008,1008,3,4,ok
16,19,580,True,16,1156,1156,1,0,ok
16,19,581,True,16,1262,1262,1,0,ok
16,19,582,True,16,1266,1266,1,0,ok
16,19,583,True,16,1002,1002,1,0,ok
16,19,584,True,16,1002,1002,4,40,ok
16,19,585,False,14,2012,2012,9,82,ok
16,19,586,True,16,1114,1114,2,0,ok
16,19,587,False,15,2644,2644,2,0,ok
16,19,588,True,16,1286,1286,1,0,ok
16,19,589,False,15,3228,3228,3,2,ok
16,19,590,True,16,1190,1190,3,2,ok
16,19,591,True,16,986,986,3,2,ok
16,19,592,True,16,1076,1076,3,4,ok
16,19,593,True,16,1380,1380,3,40,ok
16,19,594,True,16,1122,1122,1,0,ok
16,19,595,True,16,1184,1184,3,22,ok
16,19,596,True,16,968,968,1,0,ok
16,19,597,True,16,1156,1156,3,46,ok
16,19,598,True,16,1176,1176,1,0,ok
16,19,599,False,15,3176,3176,2,0,ok
16,19,600,True,16,1274,1274,2,0,ok
16,19,601,False,15,2164,2164,5,120,ok
16,19,602,False,15,2648,2648,2,0,ok
16,19,603,True,16,812,812,2,0,ok
16,19,604,True,16,1228,1228,3,2,ok
16,19,605,True,16,1186,1186,2,0,ok
16,19,606,True,16,1242,1242,1,0,ok
16,19,607,True,16,1176,1176,1,0,ok
16,19,608,False,14,1786,1786,1,0,ok
16,19,609,False,14,2864,2864,4,16,ok
16,19,610,True,16,956,956,1,0,ok
