h11,h21,poly_idx,favorable,h11_eff,n_chi3,n_computed,max_h0,h0_3_count,status
17,20,69,True,17,1714,1714,1,0,ok
17,20,70,False,15,3158,3158,4,76,ok
17,20,71,False,16,1228,1228,3,4,ok
17,20,72,False,15,2682,2682,4,104,ok
17,20,73,True,17,1578,1578,3,2,ok
17,20,74,False,13,1606,1606,4,14,ok
17,20,75,False,16,1334,1334,5,82,ok
17,20,76,False,16,1128,1128,3,26,ok
17,20,77,True,17,2042,2042,3,2,ok
17,20,78,False,16,1228,1228,1,0,ok
17,20,79,True,17,1540,1540,4,28,ok
17,20,80,True,17,2016,2016,4,38,ok
17,20,81,False,15,2164,2164,10,90,ok
17,20,82,False,16,1190,1190,1,0,ok
17,20,83,True,17,1472,1472,3,10,ok
17,20,84,True,17,1056,1056,2,0,ok
17,20,85,False,16,1290,1290,3,46,ok
17,20,86,False,15,2558,2558,4,52,ok
17,20,87,True,17,1292,1292,3,50,ok
17,20,88,True,17,1910,1910,1,0,ok
17,20,89,False,14,2394,2394,4,50,ok
17,20,90,False,13,2342,2342,16,58,ok
17,20,91,False,16,1378,1378,1,0,ok
17,20,92,False,16,1108,1108,4,74,ok
17,20,93,False,15,3344,3344,1,0,ok
17,20,94,True,17,2126,2126,3,10,ok
17,20,95,False,15,1950,1950,10,68,ok
17,20,96,False,13,1282,1282,37,126,ok
17,20,97,True,17,1478,1478,1,0,ok
17,20,98,False,16,1432,1432,1,0,ok
17,20,99,False,16,1254,1254,4,18,ok
17,20,100,False,15,2436,2436,3,14,ok
17,20,101,False,15,2298,2298,4,48,ok
17,20,102,False,13,2776,2776,4,16,ok
17,20,103,True,17,1364,1364,3,4,ok
17,20,104,False,15,3172,3172,4,68,ok
17,20,105,False,16,1034,1034,6,20,ok
17,20,106,False,15,2368,2368,1,0,ok
17,20,107,False,15,2688,2688,4,62,ok
17,20,108,False,14,1488,1488,1,0,ok
17,20,109,False,15,2394,2394,10,108,ok
17,20,110,False,15,2772,2772,1,0,ok
17,20,111,False,13,1660,1660,10,62,ok
17,20,112,False,16,1446,1446,3,12,ok
17,20,113,False,13,1974,1974,18,76,ok
17,20,114,False,15,2096,2096,3,2,ok
17,20,115,True,17,986,986,2,0,ok
17,20,116,False,15,2468,2468,13,72,ok
17,20,117,False,13,2420,2420,3,4,ok
17,20,118,False,14,1874,1874,6,68,ok
17,20,119,False,13,1614,1614,6,36,ok
17,20,120,False,15,3156,3156,10,130,ok
17,20,121,True,17,2074,2074,1,0,ok
17,20,122,True,17,1976,1976,2,0,ok
17,20,123,False,15,2386,2386,3,4,ok
17,20,124,False,16,1048,1048,3,2,ok
17,20,125,False,15,2452,2452,4,12,ok
17,20,126,False,16,1444,1444,5,76,ok
17,20,127,True,17,1168,1168,1,0,ok
17,20,128,False,15,2516,2516,3,8,ok
17,20,129,False,13,1420,1420,1,0,ok
17,20,130,True,17,1632,1632,1,0,ok
17,20,131,True,17,1350,1350,1,0,ok
17,20,132,False,16,1194,1194,1,0,ok
17,20,133,False,15,2642,2642,1,0,ok
17,20,134,False,14,1830,1830,1,0,ok
17,20,135,True,17,2010,2010,1,0,ok
17,20,136,False,16,1104,1104,2,0,ok
17,20,137,True,17,1774,1774,3,14,ok
17,20,138,True,17,1208,1208,2,0,ok
17,20,139,False,13,1566,1566,17,48,ok
17,20,140,True,17,1286,1286,1,0,ok
17,20,141,False,14,1534,1534,10,94,ok
17,20,142,False,16,1454,1454,1,0,ok
17,20,143,False,15,2184,2184,1,0,ok
17,20,144,True,17,2112,2112,1,0,ok
17,20,145,False,15,2974,2974,4,34,ok
17,20,146,False,15,2040,2040,3,2,ok
17,20,147,False,16,1006,1006,4,26,ok
17,20,148,False,15,2130,2130,1,0,ok
17,20,149,False,16,998,998,1,0,ok
17,20,150,False,14,1854,1854,11,170,ok
17,20,151,True,17,1658,1658,1,0,ok
17,20,152,False,16,1756,1756,1,0,ok
17,20,153,False,13,1686,1686,9,64,ok
17,20,154,True,17,1378,1378,3,24,ok
17,20,155,True,17,1174,1174,4,30,ok
17,20,156,True,17,986,986,3,2,ok
17,20,157,False,16,1688,1688,2,0,ok
17,20,158,True,17,2000,2000,1,0,ok
17,20,159,True,17,1128,1128,3,60,ok
17,20,160,False,13,1370,1370,14,66,ok
17,20,161,False,16,1178,1178,3,6,ok
17,20,162,False,15,2698,2698,10,72,ok
17,20,163,True,17,1642,1642,1,0,ok
17,20,164,True,17,1126,1126,3,6,ok
17,20,165,True,17,1762,1762,1,0,ok
17,20,166,False,15,2336,2336,10,74,ok
17,20,167,False,16,1002,1002,3,10,ok
17,20,168,False,16,1106,1106,4,24,ok
17,20,169,False,16,1646,1646,2,0,ok
17,20,170,False,12,890,890,4,46,ok
17,20,171,False,16,1052,1052,3,4,ok
17,20,172,True,17,1216,1216,3,44,ok
17,20,173,False,16,1182,1182,1,0,ok
17,20,174,False,16,1418,1418,3,2,ok
17,20,175,True,17,1836,1836,2,0,ok
17,20,176,False,15,2804,2804,6,20,ok
17,20,177,True,17,2106,2106,3,34,ok
17,20,178,True,17,2024,2024,3,38,ok
17,20,179,True,17,1838,1838,3,32,ok
17,20,180,True,17,1614,1614,1,0,ok
17,20,181,False,12,776,776,10,38,ok
17,20,182,False,16,1250,1250,1,0,ok
17,20,183,False,13,1648,1648,10,96,ok
17,20,184,True,17,1446,1446,1,0,ok
17,20,185,False,13,1828,1828,4,22,ok
17,20,186,False,14,1514,1514,4,52,ok
17,20,187,True,17,1676,1676,3,2,ok
17,20,188,False,16,1040,1040,1,0,ok
17,20,189,True,17,1970,1970,1,0,ok
17,20,190,False,14,2014,2014,10,86,ok
17,20,191,False,15,2280,2280,1,0,ok
17,20,192,True,17,1672,1672,1,0,ok
17,20,193,True,17,1338,1338,1,0,ok
17,20,194,False,14,1814,1814,4,46,ok
17,20,195,False,13,1442,1442,4,22,ok
17,20,196,False,15,1988,1988,13,104,ok
17,20,197,False,15,2700,2700,4,4,ok
17,20,198,False,14,1652,1652,1,0,ok
17,20,199,False,14,1058,1058,5,22,ok
17,20,200,False,15,2352,2352,1,0,ok
17,20,201,False,16,870,870,3,10,ok
17,20,202,False,14,1870,1870,12,104,ok
17,20,203,False,15,2360,2360,10,88,ok
17,20,204,False,15,2622,2622,1,0,ok
17,20,205,False,15,2312,2312,4,10,ok
17,20,206,False,16,1240,1240,2,0,ok
17,20,207,False,16,1286,1286,3,2,ok
17,20,208,True,17,1210,1210,1,0,ok
17,20,209,True,17,1112,1112,1,0,ok
17,20,210,False,13,1222,1222,4,32,ok
17,20,211,True,17,1816,1816,2,0,ok
17,20,212,False,16,1384,1384,3,14,ok
17,20,213,False,16,1392,1392,3,26,ok
17,20,214,False,15,2416,2416,16,68,ok
17,20,215,False,15,2454,2454,16,92,ok
17,20,216,True,17,1730,1730,3,48,ok
17,20,217,True,17,1958,1958,3,32,ok
17,20,218,False,15,2572,2572,4,50,ok
17,20,219,False,15,2478,2478,4,60,ok
17,20,220,False,15,2696,2696,4,52,ok
17,20,221,False,16,1030,1030,3,34,ok
17,20,222,False,14,1572,1572,16,26,ok
17,20,223,False,13,1098,1098,8,54,ok
17,20,224,True,17,992,992,1,0,ok
17,20,225,False,11,428,428,8,24,ok
17,20,226,True,17,1390,1390,4,10,ok
17,20,227,False,13,1932,1932,3,18,ok
17,20,228,True,17,1074,1074,1,0,ok
17,20,229,False,13,1712,1712,10,114,ok
17,20,230,True,17,1224,1224,3,52,ok
17,20,231,True,17,2072,2072,1,0,ok
17,20,232,False,14,2384,2384,4,96,ok
17,20,233,False,15,2210,2210,4,66,ok
17,20,234,False,16,1112,1112,3,14,ok
17,20,235,True,17,1844,1844,3,12,ok
17,20,236,False,16,978,978,4,62,ok
17,20,237,False,16,1160,1160,6,22,ok
17,20,238,False,16,1092,1092,4,58,ok
17,20,239,False,16,1108,1108,4,58,ok
17,20,240,False,15,3042,3042,10,192,ok
17,20,241,False,16,1222,1222,1,0,ok
17,20,242,False,15,3670,3670,10,160,ok
17,20,243,True,17,1340,1340,3,2,ok
17,20,244,False,16,1242,1242,5,66,ok
17,20,245,False,15,2366,2366,11,124,ok
17,20,246,True,17,1732,1732,2,0,ok
17,20,247,False,15,2858,2858,4,14,ok
17,20,248,False,15,2352,2352,1,0,ok
17,20,249,False,13,1620,1620,17,86,ok
17,20,250,True,17,1616,1616,3,10,ok
17,20,251,False,15,2110,2110,10,132,ok
17,20,252,False,16,1170,1170,6,6,ok
17,20,253,False,15,2692,2692,1,0,ok
17,20,254,False,16,1420,1420,2,0,ok
17,20,255,True,17,1182,1182,3,22,ok
17,20,256,True,17,1036,1036,1,0,ok
17,20,257,False,16,1362,1362,3,2,ok
17,20,258,False,16,1100,1100,1,0,ok
17,20,259,False,15,2868,2868,4,14,ok
17,20,260,True,17,1452,1452,3,2,ok
17,20,261,True,17,1474,1474,3,2,ok
17,20,262,False,15,3152,3152,4,26,ok
17,20,263,False,15,2888,2888,4,18,ok
17,20,264,False,13,1792,1792,4,36,ok
17,20,265,True,17,1536,1536,3,8,ok
17,20,266,False,15,2684,2684,3,10,ok
17,20,267,False,14,1760,1760,10,74,ok
17,20,268,True,17,1798,1798,1,0,ok
17,20,269,False,15,2500,2500,4,46,ok
17,20,270,False,15,2900,2900,10,82,ok
17,20,271,False,15,2834,2834,10,78,ok
17,20,272,False,15,3004,3004,5,14,ok
17,20,273,False,14,1836,1836,4,130,ok
17,20,274,False,14,1772,1772,9,80,ok
17,20,275,True,17,1446,1446,3,16,ok
17,20,276,True,17,1438,1438,3,4,ok
17,20,277,True,17,1322,1322,3,2,ok
17,20,278,False,16,1356,1356,3,2,ok
17,20,279,True,17,1326,1326,1,0,ok
17,20,280,False,15,2148,2148,4,2,ok
17,20,281,False,15,3100,3100,4,102,ok
17,20,282,False,15,3180,3180,6,64,ok
17,20,283,False,15,2654,2654,4,44,ok
17,20,284,True,17,1558,1558,2,0,ok
17,20,285,False,15,4316,4316,1,0,ok
17,20,286,False,14,1730,1730,1,0,ok
17,20,287,False,14,1990,1990,1,0,ok
17,20,288,False,14,1938,1938,10,64,ok
17,20,289,False,15,2228,2228,1,0,ok
17,20,290,True,17,1260,1260,1,0,ok
17,20,291,True,17,1238,1238,1,0,ok
17,20,292,False,16,1392,1392,1,0,ok
17,20,293,False,16,904,904,1,0,ok
17,20,294,True,17,1582,1582,1,0,ok
17,20,295,True,17,1354,1354,1,0,ok
17,20,296,False,15,3212,3212,4,72,ok
17,20,297,True,17,1180,1180,3,28,ok
17,20,298,True,17,1116,1116,3,14,ok
17,20,299,False,16,1284,1284,3,22,ok
17,20,300,False,13,1694,1694,11,82,ok
17,20,301,False,13,1718,1718,13,92,ok
17,20,302,True,17,1206,1206,1,0,ok
17,20,303,False,14,2640,2640,4,64,ok
17,20,304,True,17,1702,1702,3,2,ok
17,20,305,True,17,1554,1554,1,0,ok
17,20,306,True,17,1692,1692,1,0,ok
17,20,307,True,17,1146,1146,3,6,ok
17,20,308,False,16,1180,1180,3,2,ok
17,20,309,False,16,1038,1038,3,8,ok
17,20,310,True,17,1718,1718,1,0,ok
17,20,311,False,15,2964,2964,3,4,ok
17,20,312,False,14,1964,1964,10,74,ok
17,20,313,True,17,1268,1268,3,8,ok
17,20,314,True,17,1502,1502,3,4,ok
17,20,315,True,17,1524,1524,1,0,ok
17,20,316,False,14,1928,1928,9,114,ok
17,20,317,False,16,994,994,6,50,ok
17,20,318,False,16,1298,1298,3,6,ok
17,20,319,False,15,3144,3144,1,0,ok
17,20,320,True,17,1234,1234,1,0,ok
17,20,321,False,15,2328,2328,4,18,ok
17,20,322,False,16,1218,1218,1,0,ok
17,20,323,False,16,1272,1272,1,0,ok
17,20,324,True,17,1804,1804,4,22,ok
17,20,325,False,15,3206,3206,2,0,ok
17,20,326,False,14,2040,2040,12,88,ok
17,20,327,True,17,1570,1570,1,0,ok
17,20,328,True,17,1506,1506,3,2,ok
17,20,329,True,17,1426,1426,3,14,ok
17,20,330,True,17,978,978,1,0,ok
17,20,331,True,17,1366,1366,1,0,ok
17,20,332,True,17,1048,1048,3,2,ok
17,20,333,False,14,1718,1718,6,78,ok
17,20,334,False,16,1040,1040,3,4,ok
17,20,335,True,17,1192,1192,2,0,ok
17,20,336,False,15,2306,2306,10,42,ok
17,20,337,False,16,1220,1220,5,14,ok
17,20,338,True,17,1846,1846,3,2,ok
17,20,339,False,15,2282,2282,3,2,ok
17,20,340,False,14,1588,1588,11,48,ok
17,20,341,True,17,1372,1372,1,0,ok
17,20,342,False,15,2200,2200,1,0,ok
17,20,343,True,17,1612,1612,4,16,ok
17,20,344,False,15,2652,2652,20,100,ok
17,20,345,True,17,1676,1676,1,0,ok
17,20,346,True,17,1184,1184,4,30,ok
17,20,347,True,17,1444,1444,1,0,ok
17,20,348,True,17,1338,1338,1,0,ok
17,20,349,True,17,1354,1354,3,2,ok
17,20,350,False,13,1984,1984,10,92,ok
17,20,351,True,17,1532,1532,3,2,ok
17,20,352,False,16,1278,1278,4,72,ok
17,20,353,False,16,1120,1120,5,18,ok
17,20,354,True,17,1726,1726,4,54,ok
17,20,355,False,15,2158,2158,19,92,ok
17,20,356,False,15,2364,2364,10,114,ok
17,20,357,False,15,2800,2800,1,0,ok
17,20,358,True,17,1342,1342,2,0,ok
17,20,359,True,17,1534,1534,1,0,ok
17,20,360,False,14,2084,2084,12,150,ok
17,20,361,False,16,1342,1342,1,0,ok
17,20,362,False,13,1550,1550,6,52,ok
17,20,363,False,14,2238,2238,10,120,ok
17,20,364,True,17,2222,2222,4,42,ok
17,20,365,True,17,1732,1732,1,0,ok
17,20,366,False,15,2744,2744,11,140,ok
17,20,367,False,15,2862,2862,10,128,ok
17,20,368,False,14,2292,2292,1,0,ok
17,20,369,False,16,1430,1430,1,0,ok
17,20,370,False,15,2424,2424,5,28,ok
17,20,371,True,17,1658,1658,1,0,ok
17,20,372,False,16,1144,1144,4,70,ok
17,20,373,False,16,1196,1196,1,0,ok
17,20,374,False,15,2632,2632,4,14,ok
17,20,375,True,17,1612,1612,5,26,ok
17,20,376,False,15,1902,1902,5,32,ok
17,20,377,True,17,2544,2544,4,66,ok
17,20,378,False,16,1452,1452,2,0,ok
17,20,379,True,17,1386,1386,3,2,ok
17,20,380,False,15,2308,2308,4,72,ok
17,20,381,False,15,2562,2562,1,0,ok
17,20,382,False,14,1930,1930,10,116,ok
17,20,383,False,14,1712,1712,1,0,ok
17,20,384,False,15,2446,2446,10,74,ok
17,20,385,False,14,2068,2068,4,12,ok
17,20,386,True,17,1956,1956,1,0,ok
17,20,387,True,17,1888,1888,1,0,ok
17,20,388,False,15,2876,2876,1,0,ok
17,20,389,False,15,2410,2410,10,232,ok
17,20,390,False,14,1660,1660,1,0,ok
17,20,391,False,16,1316,1316,1,0,ok
17,20,392,False,13,2108,2108,3,8,ok
17,20,393,False,16,1134,1134,3,6,ok
17,20,394,False,13,1570,1570,3,4,ok
17,20,395,False,15,2730,2730,3,6,ok
17,20,396,True,17,1900,1900,4,30,ok
17,20,397,False,13,1144,1144,4,68,ok
17,20,398,False,16,1366,1366,1,0,ok
17,20,399,False,15,2326,2326,1,0,ok
17,20,400,False,15,2548,2548,1,0,ok
17,20,401,False,15,2038,2038,3,2,ok
17,20,402,False,16,1370,1370,1,0,ok
17,20,403,False,14,1884,1884,1,0,ok
17,20,404,False,13,1972,1972,1,0,ok
17,20,405,False,15,2548,2548,6,68,ok
17,20,406,False,15,2614,2614,6,26,ok
17,20,407,False,14,2160,2160,6,44,ok
17,20,408,False,15,2712,2712,10,118,ok
17,20,409,True,17,1840,1840,1,0,ok
17,20,410,True,17,1478,1478,1,0,ok
17,20,411,False,16,1144,1144,1,0,ok
17,20,412,False,15,2452,2452,4,4,ok
17,20,413,True,17,1652,1652,1,0,ok
17,20,414,False,15,2558,2558,13,102,ok
17,20,415,False,16,1278,1278,1,0,ok
17,20,416,False,15,2414,2414,3,2,ok
17,20,417,False,14,2278,2278,4,18,ok
17,20,418,False,16,1156,1156,4,14,ok
17,20,419,True,17,1956,1956,1,0,ok
17,20,420,False,16,1412,1412,1,0,ok
17,20,421,False,16,1248,1248,3,16,ok
17,20,422,False,16,796,796,1,0,ok
17,20,423,False,14,1884,1884,23,102,ok
17,20,424,False,14,1818,1818,2,0,ok
17,20,425,True,17,1264,1264,1,0,ok
17,20,426,True,17,1776,1776,6,10,ok
17,20,427,False,15,1800,1800,4,116,ok
17,20,428,False,16,1468,1468,2,0,ok
17,20,429,False,14,1676,1676,1,0,ok
17,20,430,True,17,1796,1796,2,0,ok
17,20,431,True,17,1396,1396,3,14,ok
17,20,432,True,17,1262,1262,5,44,ok
17,20,433,False,16,1076,1076,4,16,ok
17,20,434,False,16,1480,1480,5,14,ok
17,20,435,False,15,2404,2404,6,44,ok
17,20,436,True,17,1234,1234,3,12,ok
17,20,437,False,14,2238,2238,4,78,ok
17,20,438,True,17,1806,1806,3,8,ok
17,20,439,False,15,2938,2938,4,34,ok
17,20,440,True,17,2040,2040,1,0,ok
17,20,441,True,17,1894,1894,1,0,ok
17,20,442,True,17,1634,1634,1,0,ok
17,20,443,False,15,2652,2652,10,62,ok
17,20,444,False,14,1446,1446,4,94,ok
17,20,445,False,13,1502,1502,10,50,ok
17,20,446,False,14,2250,2250,10,164,ok
17,20,447,False,14,2162,2162,4,24,ok
17,20,448,False,16,1434,1434,1,0,ok
17,20,449,False,14,2358,2358,4,28,ok
17,20,450,False,16,982,982,1,0,ok
17,20,451,False,14,1916,1916,4,32,ok
17,20,452,False,16,972,972,4,18,ok
17,20,453,True,17,1254,1254,3,4,ok
17,20,454,False,16,1282,1282,1,0,ok
17,20,455,True,17,1974,1974,1,0,ok
17,20,456,False,15,2984,2984,4,30,ok
17,20,457,False,16,934,934,3,10,ok
17,20,458,True,17,1758,1758,3,4,ok
17,20,459,False,15,2978,2978,4,30,ok
17,20,460,False,15,2614,2614,4,16,ok
17,20,461,True,17,2136,2136,1,0,ok
17,20,462,True,17,2096,2096,3,4,ok
17,20,463,True,17,2478,2478,3,2,ok
17,20,464,True,17,2046,2046,1,0,ok
17,20,465,False,14,2012,2012,4,56,ok
17,20,466,False,15,2830,2830,6,44,ok
17,20,467,False,15,2444,2444,4,174,ok
17,20,468,False,15,2986,2986,4,32,ok
17,20,469,False,16,1216,1216,1,0,ok
17,20,470,False,12,1308,1308,7,80,ok
17,20,471,True,17,1422,1422,1,0,ok
17,20,472,True,17,1702,1702,1,0,ok
17,20,473,False,15,2752,2752,4,20,ok
17,20,474,False,15,3002,3002,4,28,ok
17,20,475,True,17,1680,1680,4,38,ok
17,20,476,True,17,1700,1700,2,0,ok
17,20,477,False,15,2320,2320,3,18,ok
17,20,478,False,16,1182,1182,1,0,ok
17,20,479,False,14,2058,2058,5,34,ok
17,20,480,False,15,2688,2688,1,0,ok
17,20,481,True,17,1802,1802,6,36,ok
17,20,482,True,17,1782,1782,6,10,ok
17,20,483,False,14,1656,1656,4,18,ok
17,20,484,True,17,1724,1724,3,34,ok
17,20,485,True,17,1532,1532,3,2,ok
17,20,486,False,14,1822,1822,4,30,ok
17,20,487,True,17,1650,1650,3,14,ok
17,20,488,False,15,2290,2290,10,64,ok
17,20,489,False,16,1398,1398,2,0,ok
17,20,490,True,17,1336,1336,3,4,ok
17,20,491,False,13,1676,1676,14,76,ok
17,20,492,False,16,1132,1132,1,0,ok
17,20,493,True,17,1616,1616,1,0,ok
17,20,494,False,14,1786,1786,11,226,ok
17,20,495,False,15,2768,2768,8,84,ok
17,20,496,False,15,2620,2620,4,6,ok
17,20,497,True,17,1590,1590,3,2,ok
17,20,498,True,17,2244,2244,3,8,ok
17,20,499,False,13,1028,1028,4,16,ok
17,20,500,True,17,1740,1740,3,6,ok
17,20,501,True,17,1484,1484,3,4,ok
17,20,502,True,17,2074,2074,1,0,ok
17,20,503,False,16,978,978,3,8,ok
17,20,504,False,16,1320,1320,4,50,ok
17,20,505,False,16,1018,1018,1,0,ok
17,20,506,False,16,1140,1140,1,0,ok
17,20,507,True,17,1134,1134,3,4,ok
17,20,508,False,16,1132,1132,3,4,ok
17,20,509,False,16,1204,1204,6,6,ok
17,20,510,False,13,1498,1498,1,0,ok
17,20,511,False,16,1072,1072,1,0,ok
17,20,512,True,17,1956,1956,3,24,ok
17,20,513,False,15,2428,2428,3,38,ok
17,20,514,False,15,2372,2372,8,108,ok
17,20,515,False,16,1362,1362,3,16,ok
17,20,516,False,14,1572,1572,10,82,ok
17,20,517,True,17,1384,1384,2,0,ok
17,20,518,True,17,1954,1954,1,0,ok
17,20,519,False,16,1608,1608,3,2,ok
17,20,520,True,17,1842,1842,2,0,ok
17,20,521,False,15,2538,2538,23,146,ok
17,20,522,True,17,1412,1412,3,4,ok
17,20,523,True,17,1644,1644,3,22,ok
17,20,524,False,16,1424,1424,1,0,ok
17,20,525,False,15,2770,2770,9,66,ok
17,20,526,True,17,1332,1332,3,4,ok
17,20,527,False,14,1918,1918,6,80,ok
17,20,528,True,17,1786,1786,2,0,ok
17,20,529,False,15,2414,2414,6,24,ok
17,20,530,False,16,1376,1376,4,8,ok
17,20,531,True,17,1916,1916,3,6,ok
17,20,532,False,14,1054,1054,5,30,ok
17,20,533,False,15,2594,2594,1,0,ok
17,20,534,False,16,1430,1430,3,4,ok
17,20,535,False,14,2472,2472,3,4,ok
17,20,536,False,15,2708,2708,8,130,ok
17,20,537,True,17,1332,1332,2,0,ok
17,20,538,False,14,2010,2010,4,60,ok
17,20,539,False,16,1766,1766,3,4,ok
17,20,540,True,17,1606,1606,3,2,ok
17,20,541,False,14,2134,2134,9,164,ok
17,20,542,True,17,1368,1368,6,26,ok
17,20,543,False,15,2828,2828,10,136,ok
17,20,544,True,17,1554,1554,3,14,ok
17,20,545,True,17,1460,1460,3,2,ok
17,20,546,True,17,1300,1300,2,0,ok
17,20,547,True,17,1198,1198,4,58,ok
17,20,548,False,14,1642,1642,3,12,ok
17,20,549,False,16,1190,1190,3,14,ok
17,20,550,True,17,1766,1766,3,34,ok
17,20,551,False,15,2258,2258,16,60,ok
17,20,552,False,16,1150,1150,5,38,ok
17,20,553,False,16,944,944,1,0,ok
17,20,554,False,16,1538,1538,3,20,ok
17,20,555,True,17,1822,1822,1,0,ok
17,20,556,False,16,1214,1214,6,30,ok
17,20,557,False,16,836,836,4,8,ok
17,20,558,True,17,1388,1388,1,0,ok
17,20,559,False,16,1046,1046,2,0,ok
17,20,560,True,17,1302,1302,1,0,ok
17,20,561,False,14,1794,1794,8,32,ok
17,20,562,True,17,1666,1666,6,6,ok
17,20,563,False,14,1758,1758,4,56,ok
17,20,564,True,17,1936,1936,1,0,ok
17,20,565,True,17,942,942,1,0,ok
17,20,566,True,17,1648,1648,5,48,ok
17,20,567,False,15,2376,2376,4,30,ok
17,20,568,False,14,1768,1768,4,8,ok
17,20,569,True,17,1562,1562,3,2,ok
17,20,570,True,17,1652,1652,3,2,ok
17,20,571,True,17,952,952,1,0,ok
17,20,572,True,17,1784,1784,6,76,ok
17,20,573,False,15,2154,2154,9,104,ok
17,20,574,True,17,1358,1358,3,22,ok
17,20,575,False,15,2638,2638,16,76,ok
17,20,576,True,17,1796,1796,4,66,ok
17,20,577,True,17,1778,1778,1,0,ok
17,20,578,False,13,1268,1268,11,78,ok
17,20,579,True,17,2006,2006,3,38,ok
17,20,580,False,16,1332,1332,3,4,ok
17,20,581,True,17,1782,1782,3,44,ok
17,20,582,True,17,1982,1982,3,10,ok
17,20,583,False,15,3000,3000,4,76,ok
17,20,584,False,13,1478,1478,4,24,ok
17,20,585,False,13,1736,1736,4,28,ok
17,20,586,True,17,1324,1324,2,0,ok
17,20,587,False,16,762,762,3,2,ok
17,20,588,True,17,1794,1794,3,2,ok
17,20,589,False,12,1042,1042,4,16,ok
17,20,590,False,15,2684,2684,1,0,ok
17,20,591,False,14,1406,1406,4,52,ok
17,20,592,False,15,2110,2110,3,10,ok
17,20,593,True,17,1070,1070,3,2,ok
17,20,594,False,16,1202,1202,1,0,ok
17,20,595,True,17,1110,1110,2,0,ok
17,20,596,False,14,986,986,13,48,ok
17,20,597,True,17,1316,1316,1,0,ok
17,20,598,False,16,1152,1152,1,0,ok
17,20,599,True,17,1200,1200,2,0,ok
17,20,600,False,15,2444,2444,4,64,ok
17,20,601,True,17,1294,1294,1,0,ok
17,20,602,True,17,1298,1298,1,0,ok
17,20,603,True,17,2084,2084,3,20,ok
17,20,604,True,17,1810,1810,3,4,ok
17,20,605,True,17,1474,1474,3,10,ok
17,20,606,True,17,1600,1600,3,50,ok
